partner_pk,delivery_partner_id,age,partner_rating,vehicle_type
19583,RANCHIRES11DEL01,30,3.8,motorcycle 
19584,INDORES17DEL01,24,4.8,scooter 
19585,CHENRES02DEL02,28,4.6,motorcycle 
19586,SURRES01DEL02,32,4.9,motorcycle 
19587,MUMRES010DEL03,22,4.7,electric_scooter 
19588,KOLRES15DEL03,38,4.9,motorcycle 
19589,HYDRES09DEL02,32,3.9,scooter 
19590,AGRRES17DEL02,32,4.9,scooter 
19591,JAPRES15DEL01,33,4.3,motorcycle 
19592,CHENRES03DEL03,37,4.9,motorcycle 
19593,COIMBRES02DEL03,31,3.8,scooter 
19594,MYSRES010DEL02,37,4.9,motorcycle 
19595,RANCHIRES09DEL02,26,4.5,motorcycle 
19596,VADRES12DEL02,38,4.7,scooter 
19597,COIMBRES12DEL03,27,4.8,scooter 
19598,BANGRES17DEL01,30,4.3,motorcycle 
19599,INDORES13DEL01,33,5.0,motorcycle 
19600,AGRRES04DEL03,26,5.0,scooter 
19601,AGRRES08DEL03,34,5.0,motorcycle 
19602,COIMBRES20DEL02,38,4.6,scooter 
19603,GOARES13DEL01,20,4.8,motorcycle 
19604,RANCHIRES04DEL01,24,4.8,scooter 
19605,JAPRES14DEL02,39,4.5,motorcycle 
19606,RANCHIRES18DEL03,35,4.8,motorcycle 
19607,KOLRES15DEL03,28,4.7,motorcycle 
19608,MUMRES09DEL02,35,4.7,motorcycle 
19609,CHENRES19DEL01,38,4.7,scooter 
19610,VADRES09DEL03,33,4.7,scooter 
19611,BANGRES010DEL02,37,3.8,scooter 
19612,MUMRES03DEL03,31,4.8,scooter 
19613,BANGRES06DEL03,39,4.6,motorcycle 
19614,COIMBRES02DEL02,37,4.9,motorcycle 
19615,JAPRES14DEL03,32,4.6,scooter 
19616,MYSRES010DEL02,38,4.0,motorcycle 
19617,ALHRES07DEL01,22,5.0,motorcycle 
19618,BANGRES07DEL03,28,4.9,motorcycle 
19619,KOLRES14DEL03,30,4.6,scooter 
19620,VADRES11DEL02,28,4.8,scooter 
19621,MUMRES08DEL02,38,4.2,electric_scooter 
19622,SURRES19DEL01,23,4.5,motorcycle 
19623,COIMBRES06DEL01,38,4.6,scooter 
19624,INDORES03DEL02,25,4.7,electric_scooter 
19625,RANCHIRES010DEL01,27,4.6,motorcycle 
19626,PUNERES06DEL02,25,5.0,scooter 
19627,KOCRES03DEL01,39,4.2,motorcycle 
19628,HYDRES02DEL01,38,4.0,motorcycle 
19629,MUMRES15DEL02,37,4.9,scooter 
19630,CHENRES010DEL01,27,4.7,motorcycle 
19631,JAPRES16DEL01,20,4.8,electric_scooter 
19632,BANGRES05DEL01,38,4.6,motorcycle 
19633,JAPRES15DEL03,36,5.0,scooter 
19634,MUMRES08DEL01,37,4.5,motorcycle 
19635,INDORES18DEL01,30,4.8,motorcycle 
19636,BANGRES17DEL03,33,5.0,motorcycle 
19637,COIMBRES08DEL02,26,4.6,scooter 
19638,PUNERES20DEL02,31,4.6,scooter 
19639,VADRES01DEL01,35,4.9,motorcycle 
19640,MYSRES11DEL02,24,4.5,motorcycle 
19641,MYSRES13DEL01,30,4.7,scooter 
19642,CHENRES12DEL01,33,4.9,motorcycle 
19643,BANGRES17DEL02,34,4.9,scooter 
19644,BANGRES18DEL02,25,4.8,scooter 
19645,SURRES13DEL02,33,4.9,scooter 
19646,MUMRES03DEL02,39,4.6,motorcycle 
19647,AURGRES05DEL02,22,4.7,motorcycle 
19648,VADRES13DEL03,20,4.7,motorcycle 
19649,RANCHIRES010DEL03,26,4.9,scooter 
19650,SURRES08DEL01,29,4.8,motorcycle 
19651,RANCHIRES03DEL01,31,4.6,scooter 
19652,MUMRES17DEL01,39,4.2,motorcycle 
19653,BANGRES17DEL01,30,4.6,electric_scooter 
19654,MYSRES04DEL02,28,4.6,scooter 
19655,INDORES02DEL01,20,4.8,motorcycle 
19656,KOLRES01DEL01,34,4.4,scooter 
19657,BHPRES18DEL03,26,4.7,scooter 
19658,RANCHIRES11DEL02,39,4.7,motorcycle 
19659,INDORES19DEL01,35,4.3,motorcycle 
19660,MYSRES14DEL01,27,4.4,motorcycle 
19661,RANCHIRES14DEL01,28,4.7,scooter 
19662,COIMBRES11DEL03,38,4.5,motorcycle 
19663,HYDRES09DEL02,20,5.0,scooter 
19664,PUNERES09DEL01,31,4.8,scooter 
19665,GOARES16DEL01,23,4.9,motorcycle 
19666,SURRES09DEL02,36,4.2,motorcycle 
19667,HYDRES09DEL02,25,4.5,electric_scooter 
19668,VADRES13DEL01,29,4.5,motorcycle 
19669,INDORES02DEL01,23,4.7,scooter 
19670,SURRES14DEL02,27,4.6,electric_scooter 
19671,MUMRES06DEL01,23,4.9,motorcycle 
19672,DEHRES06DEL01,36,4.9,scooter 
19673,PUNERES08DEL02,24,4.9,scooter 
19674,PUNERES17DEL01,29,4.6,scooter 
19675,RANCHIRES07DEL02,23,4.6,motorcycle 
19676,CHENRES06DEL02,24,4.7,motorcycle 
19677,RANCHIRES13DEL01,36,4.7,motorcycle 
19678,MUMRES17DEL01,21,5.0,motorcycle 
19679,COIMBRES05DEL03,38,4.5,motorcycle 
19680,VADRES07DEL03,38,4.9,motorcycle 
19681,COIMBRES07DEL03,20,4.6,electric_scooter 
19682,GOARES18DEL01,20,4.6,electric_scooter 
19683,CHENRES18DEL02,39,3.5,motorcycle 
19684,DEHRES07DEL01,35,4.6,motorcycle 
19685,HYDRES16DEL02,39,3.7,electric_scooter 
19686,JAPRES01DEL01,29,4.6,electric_scooter 
19687,CHENRES04DEL02,20,4.7,motorcycle 
19688,AGRRES13DEL03,30,4.6,motorcycle 
19689,RANCHIRES17DEL02,23,4.9,motorcycle 
19690,BANGRES09DEL02,34,4.7,scooter 
19691,INDORES11DEL02,34,4.7,motorcycle 
19692,AGRRES03DEL03,38,4.7,scooter 
19693,JAPRES16DEL03,33,4.6,scooter 
19694,VADRES08DEL02,26,4.8,scooter 
19695,VADRES18DEL01,24,4.7,motorcycle 
19696,BHPRES15DEL02,37,4.8,scooter 
19697,VADRES02DEL01,25,4.7,motorcycle 
19698,HYDRES11DEL01,24,4.7,motorcycle 
19699,BANGRES14DEL03,20,4.7,scooter 
19700,INDORES20DEL03,26,4.7,scooter 
19701,AURGRES02DEL02,34,4.9,motorcycle 
19702,MUMRES20DEL03,33,4.9,scooter 
19703,PUNERES18DEL03,21,4.8,motorcycle 
19704,COIMBRES010DEL03,21,4.9,motorcycle 
19705,COIMBRES15DEL02,39,4.0,scooter 
19706,SURRES13DEL03,23,4.3,motorcycle 
19707,LUDHRES12DEL03,36,4.8,scooter 
19708,SURRES010DEL01,32,4.7,motorcycle 
19709,COIMBRES07DEL01,20,3.2,motorcycle 
19710,JAPRES11DEL03,37,3.4,motorcycle 
19711,HYDRES07DEL01,33,5.0,scooter 
19712,RANCHIRES08DEL02,20,4.7,motorcycle 
19713,SURRES05DEL02,37,4.6,motorcycle 
19714,VADRES09DEL02,29,4.6,scooter 
19715,PUNERES17DEL03,39,4.7,motorcycle 
19716,HYDRES02DEL03,33,4.8,motorcycle 
19717,MUMRES11DEL02,34,4.8,electric_scooter 
19718,CHENRES12DEL01,35,4.3,motorcycle 
19719,BANGRES12DEL02,24,4.8,motorcycle 
19720,HYDRES17DEL03,26,4.7,motorcycle 
19721,GOARES09DEL02,29,4.9,scooter 
19722,VADRES07DEL02,30,4.2,motorcycle 
19723,SURRES19DEL02,26,4.7,scooter 
19724,INDORES09DEL02,31,4.7,motorcycle 
19725,MUMRES06DEL02,23,4.8,scooter 
19726,BANGRES19DEL01,27,4.6,motorcycle 
19727,COIMBRES01DEL03,38,4.9,motorcycle 
19728,RANCHIRES02DEL03,34,4.8,scooter 
19729,MUMRES09DEL03,21,4.9,motorcycle 
19730,MYSRES06DEL01,36,4.9,motorcycle 
19731,CHENRES19DEL01,29,4.6,electric_scooter 
19732,INDORES04DEL01,24,4.7,electric_scooter 
19733,KNPRES05DEL02,20,4.0,scooter 
19734,JAPRES04DEL03,26,4.7,motorcycle 
19735,INDORES06DEL03,31,4.4,motorcycle 
19736,GOARES08DEL01,20,4.6,motorcycle 
19737,SURRES20DEL02,34,4.7,motorcycle 
19738,COIMBRES09DEL03,27,4.8,scooter 
19739,SURRES18DEL01,39,4.7,motorcycle 
19740,KNPRES12DEL01,29,4.6,motorcycle 
19741,KNPRES17DEL03,31,4.3,motorcycle 
19742,DEHRES09DEL01,39,4.7,motorcycle 
19743,JAPRES02DEL03,37,4.9,motorcycle 
19744,SURRES07DEL03,34,4.0,motorcycle 
19745,HYDRES07DEL01,38,4.2,motorcycle 
19746,MYSRES07DEL01,27,5.0,motorcycle 
19747,VADRES13DEL02,22,4.4,motorcycle 
19748,RANCHIRES07DEL03,39,4.6,scooter 
19749,GOARES17DEL03,37,4.5,motorcycle 
19750,PUNERES15DEL02,34,4.9,scooter 
19751,BHPRES02DEL02,21,4.7,scooter 
19752,PUNERES13DEL03,25,4.8,scooter 
19753,GOARES15DEL02,31,4.8,motorcycle 
19754,PUNERES010DEL01,34,4.8,motorcycle 
19755,JAPRES09DEL01,23,4.9,scooter 
19756,HYDRES11DEL02,29,4.6,scooter 
19757,VADRES04DEL03,30,4.7,scooter 
19758,COIMBRES19DEL01,26,5.0,motorcycle 
19759,HYDRES07DEL03,33,4.6,electric_scooter 
19760,KOCRES04DEL01,23,4.7,scooter 
19761,COIMBRES20DEL01,36,4.4,motorcycle 
19762,SURRES13DEL02,30,4.6,motorcycle 
19763,MYSRES04DEL03,34,4.6,motorcycle 
19764,PUNERES12DEL03,34,4.4,motorcycle 
19765,MYSRES06DEL03,24,4.6,motorcycle 
19766,INDORES13DEL02,29,4.6,motorcycle 
19767,SURRES13DEL02,26,4.9,motorcycle 
19768,MYSRES02DEL02,39,4.5,motorcycle 
19769,BANGRES19DEL02,31,4.3,motorcycle 
19770,HYDRES06DEL02,27,4.6,motorcycle 
19771,PUNERES07DEL03,38,5.0,motorcycle 
19772,PUNERES13DEL01,29,4.8,motorcycle 
19773,INDORES07DEL03,21,4.8,electric_scooter 
19774,RANCHIRES17DEL03,23,4.6,motorcycle 
19775,AURGRES04DEL03,36,4.7,scooter 
19776,MYSRES010DEL02,28,4.5,motorcycle 
19777,BANGRES09DEL01,22,5.0,motorcycle 
19778,MUMRES02DEL03,20,4.5,motorcycle 
19779,JAPRES06DEL03,25,4.6,electric_scooter 
19780,HYDRES14DEL03,34,4.2,motorcycle 
19781,MYSRES01DEL02,21,4.9,scooter 
19782,JAPRES11DEL01,30,5.0,scooter 
19783,BHPRES15DEL01,29,4.6,motorcycle 
19784,BANGRES02DEL03,29,4.6,motorcycle 
19785,MYSRES15DEL01,20,4.6,motorcycle 
19786,VADRES01DEL03,21,4.0,scooter 
19787,RANCHIRES03DEL01,27,5.0,scooter 
19788,INDORES19DEL03,30,4.5,scooter 
19789,COIMBRES03DEL02,37,5.0,motorcycle 
19790,JAPRES07DEL01,24,5.0,motorcycle 
19791,JAPRES010DEL03,26,4.7,scooter 
19792,VADRES06DEL01,32,4.8,scooter 
19793,MUMRES18DEL01,34,5.0,scooter 
19794,PUNERES13DEL03,29,4.6,motorcycle 
19795,JAPRES16DEL03,21,4.9,motorcycle 
19796,HYDRES17DEL01,22,4.8,motorcycle 
19797,INDORES11DEL01,25,4.9,scooter 
19798,COIMBRES010DEL01,27,5.0,motorcycle 
19799,CHENRES11DEL01,29,4.8,motorcycle 
19800,VADRES12DEL01,37,5.0,motorcycle 
19801,HYDRES12DEL02,33,4.2,motorcycle 
19802,AGRRES07DEL01,24,4.8,motorcycle 
19803,BANGRES02DEL03,33,5.0,motorcycle 
19804,COIMBRES010DEL03,35,4.6,scooter 
19805,PUNERES03DEL02,33,4.1,motorcycle 
19806,HYDRES06DEL02,37,4.1,motorcycle 
19807,MYSRES19DEL03,35,4.6,motorcycle 
19808,HYDRES17DEL03,37,3.5,motorcycle 
19809,SURRES18DEL02,23,4.5,motorcycle 
19810,COIMBRES11DEL01,39,5.0,motorcycle 
19811,KOLRES010DEL01,26,4.7,motorcycle 
19812,PUNERES01DEL01,30,4.4,motorcycle 
19813,RANCHIRES07DEL02,26,4.5,scooter 
19814,COIMBRES05DEL01,34,4.8,scooter 
19815,HYDRES03DEL03,32,3.6,scooter 
19816,RANCHIRES04DEL03,27,4.5,motorcycle 
19817,MYSRES05DEL02,38,4.2,motorcycle 
19818,AGRRES010DEL02,38,4.3,motorcycle 
19819,KOCRES02DEL01,34,4.1,motorcycle 
19820,JAPRES05DEL01,32,4.7,motorcycle 
19821,VADRES20DEL02,26,4.9,scooter 
19822,BANGRES20DEL02,21,4.7,scooter 
19823,INDORES19DEL02,29,4.6,scooter 
19824,COIMBRES08DEL01,39,4.7,electric_scooter 
19825,BHPRES07DEL02,26,4.9,scooter 
19826,MUMRES20DEL02,30,4.7,scooter 
19827,SURRES04DEL02,39,5.0,scooter 
19828,PUNERES17DEL03,38,4.5,electric_scooter 
19829,CHENRES05DEL02,27,4.7,motorcycle 
19830,RANCHIRES13DEL03,35,4.9,electric_scooter 
19831,CHENRES18DEL01,21,5.0,scooter 
19832,PUNERES11DEL02,39,4.3,scooter 
19833,RANCHIRES15DEL02,36,5.0,scooter 
19834,RANCHIRES18DEL02,38,4.3,motorcycle 
19835,BANGRES04DEL01,29,4.6,scooter 
19836,BANGRES04DEL03,22,4.1,motorcycle 
19837,HYDRES06DEL01,26,4.8,scooter 
19838,COIMBRES15DEL02,31,3.6,electric_scooter 
19839,MUMRES14DEL02,37,4.8,scooter 
19840,BANGRES09DEL01,26,4.7,scooter 
19841,HYDRES02DEL01,22,4.6,motorcycle 
19842,JAPRES03DEL01,23,4.6,motorcycle 
19843,SURRES12DEL01,33,4.3,motorcycle 
19844,COIMBRES13DEL02,24,4.3,motorcycle 
19845,VADRES07DEL03,22,4.6,motorcycle 
19846,AGRRES01DEL02,23,4.9,scooter 
19847,VADRES19DEL01,35,4.8,motorcycle 
19848,AGRRES14DEL01,30,4.4,electric_scooter 
19849,BANGRES14DEL01,25,4.7,scooter 
19850,KNPRES20DEL02,21,5.0,scooter 
19851,ALHRES06DEL01,27,4.9,motorcycle 
19852,BHPRES13DEL01,30,4.9,motorcycle 
19853,KOLRES02DEL01,23,4.9,scooter 
19854,BHPRES05DEL02,38,4.7,scooter 
19855,SURRES06DEL01,30,3.8,motorcycle 
19856,LUDHRES17DEL02,20,4.7,scooter 
19857,INDORES01DEL02,31,4.9,scooter 
19858,BANGRES010DEL02,36,4.6,motorcycle 
19859,BHPRES01DEL01,33,4.3,motorcycle 
19860,BANGRES06DEL02,36,5.0,motorcycle 
19861,JAPRES07DEL02,34,4.6,motorcycle 
19862,MUMRES11DEL03,39,4.9,scooter 
19863,GOARES010DEL01,22,4.6,scooter 
19864,INDORES11DEL01,31,4.8,motorcycle 
19865,DEHRES20DEL02,29,4.6,motorcycle 
19866,BANGRES19DEL01,23,4.7,scooter 
19867,RANCHIRES17DEL03,29,4.2,motorcycle 
19868,MUMRES13DEL03,23,4.8,motorcycle 
19869,MYSRES04DEL01,24,5.0,motorcycle 
19870,PUNERES17DEL01,39,4.5,scooter 
19871,INDORES010DEL02,31,4.9,motorcycle 
19872,SURRES17DEL01,27,4.2,motorcycle 
19873,DEHRES12DEL02,35,4.6,motorcycle 
19874,BANGRES16DEL01,25,4.6,scooter 
19875,JAPRES17DEL03,34,5.0,electric_scooter 
19876,SURRES20DEL01,29,4.8,scooter 
19877,RANCHIRES04DEL02,33,4.0,motorcycle 
19878,MYSRES16DEL02,30,4.9,motorcycle 
19879,BANGRES09DEL01,39,4.6,motorcycle 
19880,COIMBRES02DEL01,35,4.5,scooter 
19881,AURGRES09DEL01,38,4.1,motorcycle 
19882,HYDRES09DEL02,28,5.0,motorcycle 
19883,HYDRES09DEL01,31,4.5,motorcycle 
19884,KNPRES03DEL03,34,4.4,scooter 
19885,PUNERES01DEL02,31,4.9,motorcycle 
19886,MYSRES04DEL03,35,4.0,motorcycle 
19887,RANCHIRES14DEL03,21,4.0,motorcycle 
19888,CHENRES07DEL03,37,4.3,scooter 
19889,HYDRES02DEL03,34,4.7,motorcycle 
19890,MYSRES13DEL01,22,4.9,scooter 
19891,JAPRES20DEL01,31,4.6,motorcycle 
19892,PUNERES16DEL02,25,4.9,motorcycle 
19893,RANCHIRES16DEL02,26,4.6,electric_scooter 
19894,PUNERES010DEL01,31,4.7,motorcycle 
19895,INDORES07DEL02,24,5.0,motorcycle 
19896,AURGRES02DEL02,36,4.5,motorcycle 
19897,BHPRES09DEL03,32,4.4,scooter 
19898,PUNERES07DEL02,34,4.6,scooter 
19899,INDORES02DEL01,37,4.8,motorcycle 
19900,BANGRES03DEL02,29,4.9,scooter 
19901,RANCHIRES01DEL02,21,4.8,motorcycle 
19902,PUNERES02DEL03,24,4.6,scooter 
19903,RANCHIRES20DEL01,36,4.8,scooter 
19904,RANCHIRES03DEL03,21,4.6,scooter 
19905,INDORES12DEL01,31,4.6,scooter 
19906,JAPRES08DEL01,24,4.0,motorcycle 
19907,ALHRES15DEL01,33,4.8,motorcycle 
19908,SURRES15DEL01,21,4.9,electric_scooter 
19909,VADRES20DEL03,39,4.1,motorcycle 
19910,VADRES14DEL02,29,4.8,scooter 
19911,PUNERES05DEL03,39,4.8,motorcycle 
19912,LUDHRES07DEL03,30,4.4,scooter 
19913,INDORES07DEL03,24,4.6,motorcycle 
19914,DEHRES08DEL02,20,4.8,motorcycle 
19915,GOARES06DEL03,31,4.8,scooter 
19916,MYSRES09DEL01,39,5.0,scooter 
19917,LUDHRES18DEL03,36,4.7,motorcycle 
19918,ALHRES05DEL02,35,4.6,scooter 
19919,VADRES12DEL02,33,4.1,scooter 
19920,BANGRES14DEL03,35,4.6,motorcycle 
19921,HYDRES19DEL02,28,4.6,scooter 
19922,CHENRES04DEL02,25,5.0,scooter 
19923,SURRES18DEL01,37,4.7,scooter 
19924,RANCHIRES14DEL01,28,4.9,scooter 
19925,CHENRES07DEL01,26,4.7,scooter 
19926,SURRES13DEL02,22,4.8,motorcycle 
19927,VADRES14DEL01,34,4.0,motorcycle 
19928,INDORES18DEL01,24,4.9,motorcycle 
19929,INDORES18DEL03,38,4.8,scooter 
19930,BANGRES19DEL02,21,4.9,electric_scooter 
19931,PUNERES17DEL01,23,4.3,scooter 
19932,INDORES03DEL03,36,5.0,motorcycle 
19933,MYSRES12DEL01,36,4.6,motorcycle 
19934,HYDRES08DEL03,20,4.5,scooter 
19935,INDORES04DEL01,25,4.8,scooter 
19936,SURRES03DEL01,33,4.7,motorcycle 
19937,RANCHIRES010DEL01,28,5.0,motorcycle 
19938,BANGRES13DEL03,27,4.8,scooter 
19939,MYSRES12DEL01,20,4.6,motorcycle 
19940,CHENRES01DEL03,36,4.7,motorcycle 
19941,PUNERES18DEL01,35,5.0,motorcycle 
19942,BANGRES11DEL03,32,4.8,motorcycle 
19943,CHENRES16DEL02,23,4.7,electric_scooter 
19944,COIMBRES19DEL03,33,4.7,motorcycle 
19945,JAPRES03DEL03,25,2.5,scooter 
19946,CHENRES010DEL01,32,4.1,motorcycle 
19947,RANCHIRES04DEL02,35,4.9,motorcycle 
19948,JAPRES010DEL02,33,4.1,scooter 
19949,RANCHIRES11DEL03,28,4.7,motorcycle 
19950,SURRES06DEL01,34,4.5,scooter 
19951,MUMRES17DEL01,30,4.4,scooter 
19952,HYDRES20DEL02,32,4.7,motorcycle 
19953,COIMBRES03DEL01,36,4.4,scooter 
19954,VADRES03DEL02,33,4.9,electric_scooter 
19955,PUNERES16DEL03,37,4.6,scooter 
19956,PUNERES18DEL03,32,4.6,scooter 
19957,BANGRES010DEL02,28,4.7,scooter 
19958,CHENRES05DEL01,33,4.7,motorcycle 
19959,RANCHIRES18DEL02,36,4.8,scooter 
19960,RANCHIRES18DEL02,33,4.1,motorcycle 
19961,BANGRES17DEL01,39,4.5,motorcycle 
19962,CHENRES06DEL01,25,4.6,electric_scooter 
19963,CHENRES01DEL01,37,4.8,motorcycle 
19964,RANCHIRES07DEL02,30,4.7,electric_scooter 
19965,RANCHIRES05DEL01,32,4.9,scooter 
19966,JAPRES05DEL03,37,4.6,electric_scooter 
19967,INDORES03DEL02,30,4.6,electric_scooter 
19968,VADRES18DEL01,37,4.2,motorcycle 
19969,MYSRES08DEL02,20,4.8,motorcycle 
19970,RANCHIRES08DEL01,20,4.9,motorcycle 
19971,RANCHIRES06DEL02,36,3.9,motorcycle 
19972,COIMBRES04DEL01,34,4.6,motorcycle 
19973,SURRES17DEL03,39,5.0,motorcycle 
19974,BANGRES11DEL03,25,4.7,motorcycle 
19975,RANCHIRES05DEL02,39,4.7,scooter 
19976,PUNERES01DEL02,27,4.8,motorcycle 
19977,SURRES15DEL02,38,4.8,scooter 
19978,BANGRES14DEL02,26,4.6,motorcycle 
19979,SURRES12DEL01,21,4.7,motorcycle 
19980,VADRES03DEL02,31,3.8,motorcycle 
19981,COIMBRES12DEL03,35,4.7,motorcycle 
19982,PUNERES18DEL01,39,4.8,scooter 
19983,MUMRES07DEL03,36,4.9,motorcycle 
19984,HYDRES17DEL03,33,4.4,motorcycle 
19985,RANCHIRES06DEL02,23,4.7,electric_scooter 
19986,CHENRES07DEL01,23,4.6,motorcycle 
19987,MYSRES06DEL03,20,4.9,electric_scooter 
19988,HYDRES18DEL02,30,4.2,motorcycle 
19989,HYDRES06DEL03,29,4.6,bicycle 
19990,SURRES03DEL03,26,4.8,motorcycle 
19991,VADRES18DEL03,26,4.8,scooter 
19992,INDORES16DEL03,26,5.0,scooter 
19993,INDORES17DEL02,30,4.7,motorcycle 
19994,INDORES16DEL01,30,5.0,scooter 
19995,BANGRES07DEL01,22,4.3,electric_scooter 
19996,BANGRES01DEL02,25,4.9,motorcycle 
19997,PUNERES14DEL03,36,4.5,scooter 
19998,CHENRES20DEL01,24,4.7,motorcycle 
19999,BANGRES02DEL01,39,4.8,scooter 
20000,PUNERES09DEL02,24,4.2,motorcycle 
20001,PUNERES19DEL02,23,4.9,motorcycle 
20002,MYSRES18DEL01,20,4.6,motorcycle 
20003,HYDRES13DEL02,33,5.0,motorcycle 
20004,CHENRES17DEL02,33,4.9,motorcycle 
20005,KNPRES20DEL02,20,4.8,scooter 
20006,MYSRES05DEL02,24,4.6,scooter 
20007,SURRES09DEL02,38,4.7,scooter 
20008,SURRES03DEL01,38,4.9,electric_scooter 
20009,KNPRES07DEL01,30,4.5,motorcycle 
20010,BANGRES05DEL01,31,4.7,scooter 
20011,CHENRES01DEL01,36,4.9,scooter 
20012,INDORES03DEL01,33,4.3,motorcycle 
20013,INDORES07DEL03,28,4.9,motorcycle 
20014,COIMBRES07DEL01,35,4.3,motorcycle 
20015,JAPRES19DEL02,37,4.2,scooter 
20016,BANGRES14DEL01,32,4.9,motorcycle 
20017,BANGRES09DEL03,34,4.7,scooter 
20018,JAPRES14DEL02,30,4.0,motorcycle 
20019,MUMRES06DEL01,27,4.2,motorcycle 
20020,BANGRES20DEL02,25,4.8,motorcycle 
20021,VADRES010DEL03,22,5.0,motorcycle 
20022,VADRES02DEL01,20,5.0,motorcycle 
20023,RANCHIRES03DEL02,29,4.6,motorcycle 
20024,MYSRES03DEL01,22,4.6,motorcycle 
20025,JAPRES06DEL02,22,4.9,scooter 
20026,RANCHIRES08DEL01,35,4.3,scooter 
20027,AGRRES14DEL02,21,4.7,motorcycle 
20028,SURRES16DEL01,21,4.8,motorcycle 
20029,INDORES01DEL02,30,4.8,electric_scooter 
20030,JAPRES06DEL02,24,4.8,motorcycle 
20031,SURRES17DEL02,23,4.9,scooter 
20032,INDORES12DEL03,26,4.7,scooter 
20033,VADRES04DEL03,23,4.8,motorcycle 
20034,KOLRES07DEL02,20,4.8,motorcycle 
20035,CHENRES13DEL02,20,4.6,scooter 
20036,HYDRES15DEL03,23,5.0,motorcycle 
20037,JAPRES18DEL01,27,4.6,scooter 
20038,AGRRES04DEL01,32,4.5,motorcycle 
20039,INDORES12DEL02,38,4.4,motorcycle 
20040,INDORES09DEL02,39,4.6,motorcycle 
20041,BANGRES13DEL01,29,4.8,motorcycle 
20042,MYSRES20DEL03,23,4.5,scooter 
20043,MUMRES15DEL03,28,4.8,motorcycle 
20044,MYSRES18DEL02,20,4.7,motorcycle 
20045,CHENRES16DEL02,23,4.8,scooter 
20046,COIMBRES16DEL01,20,4.9,scooter 
20047,BANGRES16DEL01,27,4.8,scooter 
20048,BANGRES19DEL03,33,4.6,motorcycle 
20049,CHENRES08DEL01,23,4.8,motorcycle 
20050,PUNERES16DEL03,31,4.8,motorcycle 
20051,CHENRES14DEL03,21,4.9,scooter 
20052,HYDRES09DEL03,22,4.8,scooter 
20053,MUMRES06DEL01,34,4.4,motorcycle 
20054,CHENRES17DEL02,25,5.0,motorcycle 
20055,KNPRES07DEL03,25,4.7,motorcycle 
20056,PUNERES11DEL01,39,4.6,motorcycle 
20057,HYDRES12DEL02,22,4.3,motorcycle 
20058,BANGRES09DEL01,23,4.8,motorcycle 
20059,VADRES13DEL01,26,4.5,motorcycle 
20060,INDORES04DEL02,25,4.8,scooter 
20061,COIMBRES14DEL01,38,4.5,scooter 
20062,RANCHIRES08DEL03,27,4.3,motorcycle 
20063,INDORES04DEL03,20,4.8,electric_scooter 
20064,INDORES15DEL01,24,3.7,motorcycle 
20065,INDORES03DEL02,29,4.9,scooter 
20066,COIMBRES02DEL01,24,4.8,scooter 
20067,KNPRES15DEL03,28,4.8,motorcycle 
20068,HYDRES010DEL01,28,4.8,motorcycle 
20069,GOARES20DEL01,30,4.5,scooter 
20070,INDORES16DEL02,39,4.8,scooter 
20071,DEHRES16DEL03,30,4.9,scooter 
20072,CHENRES18DEL03,24,4.8,scooter 
20073,MUMRES01DEL02,22,4.7,electric_scooter 
20074,LUDHRES07DEL01,25,4.9,motorcycle 
20075,JAPRES04DEL03,37,4.6,scooter 
20076,VADRES19DEL01,29,4.6,motorcycle 
20077,COIMBRES20DEL01,24,4.7,scooter 
20078,COIMBRES17DEL01,31,4.5,motorcycle 
20079,RANCHIRES04DEL02,37,4.7,scooter 
20080,BANGRES04DEL02,36,4.1,motorcycle 
20081,COIMBRES11DEL01,38,4.9,motorcycle 
20082,MUMRES02DEL03,24,4.6,motorcycle 
20083,HYDRES03DEL02,34,4.0,motorcycle 
20084,RANCHIRES05DEL03,20,4.8,motorcycle 
20085,CHENRES20DEL01,25,4.6,scooter 
20086,JAPRES16DEL02,39,4.6,motorcycle 
20087,AGRRES07DEL03,36,5.0,scooter 
20088,MYSRES010DEL01,26,4.8,motorcycle 
20089,INDORES14DEL02,23,4.9,electric_scooter 
20090,INDORES02DEL03,28,4.7,scooter 
20091,PUNERES20DEL03,30,4.0,motorcycle 
20092,KOLRES04DEL01,29,4.9,motorcycle 
20093,HYDRES13DEL01,30,4.8,motorcycle 
20094,MUMRES010DEL01,23,4.6,electric_scooter 
20095,RANCHIRES20DEL01,35,4.6,motorcycle 
20096,KNPRES13DEL03,39,4.9,scooter 
20097,JAPRES12DEL03,26,4.7,scooter 
20098,RANCHIRES09DEL03,31,4.5,motorcycle 
20099,VADRES20DEL03,27,5.0,electric_scooter 
20100,COIMBRES20DEL01,31,4.1,motorcycle 
20101,GOARES02DEL01,35,4.6,motorcycle 
20102,CHENRES17DEL03,35,5.0,motorcycle 
20103,SURRES15DEL02,39,4.7,motorcycle 
20104,INDORES20DEL03,22,4.7,scooter 
20105,RANCHIRES14DEL02,24,4.6,electric_scooter 
20106,MUMRES09DEL02,21,4.1,motorcycle 
20107,SURRES03DEL01,37,4.7,scooter 
20108,SURRES18DEL02,27,4.6,motorcycle 
20109,SURRES04DEL02,26,4.7,motorcycle 
20110,MUMRES03DEL03,28,4.8,electric_scooter 
20111,PUNERES04DEL01,30,4.1,motorcycle 
