order_id,order_type,restaurant_latitude,restaurant_longitude
CE07,Buffet ,26.471617,80.313564
12D1,Buffet ,22.307898,73.167788
AB53,Buffet ,0.0,0.0
5A57,Snack ,22.310329,73.169083
7EB0,Drinks ,13.02978,80.208812
C251,Snack ,23.184992,77.417227
6062,Buffet ,13.058616,80.264151
66B7,Snack ,26.902908,75.792934
BEE2,Meal ,23.39925,85.390464
6AF3,Meal ,12.972161,77.596014
CDF 6.00,Snack ,21.160437,72.774209
7D3A,Drinks ,26.911378,75.789034
C545,Meal ,10.006881,76.345397
7896,Snack ,13.026286,80.275235
7936,Snack ,22.753659,75.903365
47CB,Drinks ,0.0,0.0
90D6,Meal ,13.044694,80.26147
D6F5,Buffet ,25.454697,81.834492
5283,Buffet ,19.178321,72.834715
C450,Drinks ,25.459775,81.834841
BDDB,Drinks ,13.026279,80.174568
57F1,Snack ,13.026279,80.174568
343F,Buffet ,18.994049,72.825203
5ECB,Meal ,13.029198,77.570997
6B9F,Snack ,23.353783,85.326967
7517,Drinks ,26.766536,75.837333
321E,Meal ,13.058616,80.264151
5B57,Meal ,13.044694,80.26147
CEA4,Buffet ,23.184992,77.417227
ACF9,Drinks ,23.333017,85.3172
8C1,Drinks ,26.913726,75.75282
87EF,Buffet ,18.51421,73.838429
645B,Snack ,0.0,0.0
AB54,Drinks ,13.029198,77.570997
5F35,Meal ,12.975377,77.696664
DED,Drinks ,21.170096,72.789122
4DAA,Meal ,22.745536,75.893106
A2D8,Drinks ,10.96185,76.971082
3660,Meal ,23.374878,85.335739
1B53,Meal ,12.934365,77.616155
951D,Buffet ,17.438263,78.397865
3235,Drinks ,12.914264,77.6784
D893,Drinks ,19.875337,75.316722
7742,Meal ,22.751857,75.866699
6FE1,Drinks ,17.411028,78.329645
27C6,Drinks ,21.149834,72.778666
9C19,Buffet ,18.55144,73.804855
829D,Buffet ,17.41233,78.449654
C764,Meal ,26.483672,80.320708
A559,Snack ,12.979096,77.640625
897,Meal ,19.131141,72.813074
D90D,Drinks ,0.0,0.0
C2F3,Drinks ,27.163303,78.057044
822E,Snack ,13.054347,80.257221
CFC2,Snack ,25.449872,81.836167
A84,Buffet ,22.732225,75.874765
DFA8,Drinks ,30.88722,75.804893
8A95,Buffet ,26.88842,75.800689
9E+41,Snack ,17.451976,78.385883
BBA8,Buffet ,0.0,0.0
A9D6,Buffet ,11.026117,76.944652
153B,Drinks ,0.0,0.0
DB97,Buffet ,30.335259,78.053162
6F91,Meal ,21.186884,72.793616
3DCF,Buffet ,0.0,0.0
73C7,Drinks ,18.563934,73.915367
81CC,Drinks ,22.311603,73.165012
B33C,Snack ,18.53408,73.89852
E07A,Drinks ,22.514119,88.362504
B573,Meal ,22.311844,73.165081
82C8,Meal ,19.207222,72.972281
99C1,Snack ,19.055831,72.833984
271D,Buffet ,12.3085,76.665808
C14C,Buffet ,26.469003,80.316344
4C4D,Buffet ,23.359407,85.325055
F94,Snack ,19.1813,72.836191
E69,Snack ,23.351058,85.325731
CF04,Drinks ,19.875337,75.316722
A0C2,Meal ,23.359407,85.325055
CF08,Drinks ,0.0,0.0
4620,Drinks ,18.927584,72.832585
845A,Buffet ,10.994136,76.963303
D400,Snack ,27.160832,78.011608
2921,Drinks ,0.0,0.0
4019,Snack ,21.157735,72.768778
9291,Buffet ,22.732225,75.874765
602A,Meal ,12.311072,76.654878
5C28,Snack ,17.438263,78.397865
A086,Drinks ,11.003669,76.976494
8AC7,Buffet ,12.949934,77.699386
7C8E,Buffet ,18.539299,73.897902
BA4A,Buffet ,22.727021,75.884167
8F9D,Meal ,22.745049,75.892471
CBBE,Drinks ,23.214459,77.434976
67D3,Snack ,26.892312,75.806896
3DB8,Buffet ,19.065838,72.832658
9451,Drinks ,23.351489,85.324253
7D36,Meal ,12.979096,77.640625
6.1E+06,Meal ,0.0,0.0
3EE2,Meal ,12.972161,77.596014
C76B,Buffet ,0.0,0.0
523F,Buffet ,11.025083,77.015393
B651,Meal ,18.592718,73.773572
610,Snack ,17.429585,78.392621
9C6D,Snack ,0.0,0.0
33AB,Buffet ,19.1093,72.825451
A0BB,Buffet ,18.554382,73.798206
71D0,Drinks ,23.371292,85.327872
2FA1,Snack ,11.026117,76.944652
3EDF,Drinks ,21.186438,72.794115
B540,Meal ,11.022169,76.999594
CCF1,Snack ,0.0,0.0
2A88,Meal ,12.978453,77.643685
872E,Drinks ,12.934365,77.616155
B51B,Snack ,18.53408,73.89852
B7AE,Buffet ,12.981615,80.231598
6D74,Drinks ,19.003517,72.82765
447D,Meal ,17.483216,78.552111
5CF0,Snack ,26.914142,75.805704
1863,Drinks ,12.310972,76.659264
D403,Snack ,26.47,80.35
587,Snack ,12.972532,77.608179
C104,Meal ,-22.538731,88.364878
5EC2,Meal ,0.0,0.0
1D3E,Snack ,12.939496,77.625999
8C5A,Buffet ,12.972793,80.249982
3A18,Meal ,22.761226,75.887522
258B,Buffet ,18.546947,73.900626
2472,Meal ,17.428294,78.404423
12A9,Buffet ,19.254567,72.848923
24D7,Meal ,17.438263,78.397865
B220,Buffet ,13.029198,77.570997
980,Meal ,12.299524,76.64262
2D5F,Meal ,12.297954,76.665169
9639,Meal ,12.337978,76.616792
B10A,Buffet ,22.308096,73.167753
5333,Snack ,17.450851,78.379347
778F,Snack ,0.0,0.0
C7AD,Meal ,22.569367,88.433187
A946,Snack ,17.430448,78.418213
65D3,Snack ,23.355164,85.324097
2F80,Drinks ,12.934179,77.615797
1821,Drinks ,22.727021,75.884167
6E+66,Drinks ,19.003517,72.82765
2CCA,Meal ,12.972161,77.596014
B93,Snack ,19.178321,72.834715
BDD9,Meal ,12.98041,77.640489
192E,Snack ,18.636215,73.751081
4825,Buffet ,22.310526,73.170937
1DFA,Meal ,11.025083,77.015393
DB6E,Drinks ,0.0,0.0
3EA1,Meal ,13.027018,80.254791
9455,Drinks ,10.96185,76.971082
7F21,Meal ,21.170798,72.790489
778A,Buffet ,19.1093,72.825451
2.6E+04,Snack ,26.766536,75.837333
6EED,Snack ,23.357804,85.325146
1497,Buffet ,18.593481,73.785901
BD2E,Buffet ,13.058616,80.264151
4676,Meal ,19.22384,72.841347
A8E,Drinks ,26.90519,75.810753
AF42,Meal ,17.438263,78.397865
B0D8,Drinks ,19.121999,72.908493
A657,Drinks ,22.31279,73.170283
6791,Drinks ,23.351058,85.325731
293A,Meal ,26.766536,75.837333
28D6,Drinks ,12.975996,80.221898
AA49,Snack ,19.254567,72.848923
6482,Meal ,26.902328,75.794257
4906,Meal ,18.530963,73.828972
2390,Meal ,13.044694,80.26147
BB3C,Meal ,23.354422,85.3329
D7EA,Drinks ,0.0,0.0
1.3E+02,Buffet ,13.027018,80.254791
88D2,Meal ,11.022169,76.999594
62A0,Buffet ,17.429585,78.392621
7FB5,Snack ,11.025083,77.015393
4462,Meal ,19.091458,72.827808
4424,Buffet ,18.543626,73.905101
ABFC,Buffet ,19.120083,72.907385
9A06,Drinks ,23.416792,85.316842
8DE4,Buffet ,12.310972,76.659264
1B32,Drinks ,17.450851,78.379347
D7B,Meal ,26.902908,75.792934
7.5E+10,Snack ,18.563934,73.915367
6BEA,Buffet ,17.430448,78.418213
C73C,Drinks ,26.483042,80.317833
5B52,Buffet ,12.323978,76.627961
C700,Drinks ,25.443994,81.860187
2793,Buffet ,12.316967,76.603067
3752,Buffet ,17.431668,78.408321
A46B,Meal ,18.53408,73.89852
1BE5,Meal ,12.939496,77.625999
2B20,Buffet ,12.321214,76.621094
269A,Meal ,18.530963,73.828972
454B,Drinks ,22.307898,73.167788
C27A,Buffet ,0.0,0.0
762B,Drinks ,23.359194,85.325447
2073,Meal ,26.766536,75.837333
5335,Snack ,23.416792,85.316842
D652,Snack ,30.899992,75.831338
AE0F,Snack ,12.3085,76.665808
D51A,Snack ,19.876428,75.364792
514,Meal ,0.0,0.0
B277,Meal ,22.751234,75.88949
E0F9,Meal ,0.0,0.0
12B6,Snack ,17.431477,78.40035
CE8D,Buffet ,0.0,0.0
6908,Meal ,21.183434,72.814492
DBDA,Drinks ,0.0,0.0
5712,Buffet ,13.045479,80.23311
1E+65,Buffet ,12.299524,76.64262
4892,Snack ,26.766536,75.837333
320B,Drinks ,17.455894,78.375467
A209,Snack ,18.56245,73.916619
4A98,Meal ,11.003681,76.975525
3E+22,Drinks ,12.979166,77.640709
584B,Meal ,17.440827,78.393391
1E+47,Buffet ,19.120083,72.907385
5A18,Drinks ,19.091458,72.827808
74FB,Meal ,12.935662,77.61413
758B,Meal ,17.440827,78.393391
BCE9,Snack ,17.426228,78.407495
CF32,Meal ,15.51315,73.78346
A1EC,Drinks ,26.911378,75.789034
FEE,Drinks ,0.0,0.0
91C5,Buffet ,21.173343,72.792731
1071,Snack ,22.727021,75.884167
5EF6,Drinks ,21.17106,72.789292
48CD,Snack ,22.308096,73.167753
2112,Meal ,26.846156,75.8023
B9EB,Drinks ,12.284747,76.625861
859F,Drinks ,18.56245,73.916619
2C34,Snack ,12.906229,77.596791
7A77,Snack ,13.026279,80.174568
59C1,Snack ,18.994237,72.825553
1ED3,Meal ,18.994237,72.825553
80B0,Drinks ,22.761593,75.886362
74DA,Drinks ,11.003669,76.976494
8C39,Meal ,11.003008,76.97544
BF8D,Drinks ,23.234249,77.434007
9905,Buffet ,26.956431,75.776649
3386,Snack ,19.091458,72.827808
1E5E,Meal ,21.175104,72.804342
CBC7,Meal ,22.552996,88.35231
42C,Meal ,12.326356,76.619103
375F,Snack ,22.722634,75.886959
C00D,Meal ,-27.161661,-78.011544
7D0C,Snack ,11.008638,76.984311
CDA2,Buffet ,22.514688,88.393294
9FD4,Drinks ,22.310237,73.158921
E008,Snack ,30.359722,78.067079
4328,Snack ,17.440827,78.393391
C225,Snack ,23.266261,77.379605
8D29,Snack ,13.022394,80.242439
7A79,Snack ,18.543626,73.905101
2078,Snack ,17.428294,78.404423
4689,Buffet ,26.914142,75.805704
70FC,Meal ,22.722634,75.886959
149F,Snack ,13.081878,80.248519
3FFA,Buffet ,22.753659,75.903365
3EA9,Snack ,12.933284,77.615428
1475,Drinks ,17.430448,78.418213
51DA,Drinks ,0.0,0.0
9FCB,Snack ,22.745536,75.893106
8830,Snack ,17.455894,78.375467
BA6,Snack ,22.732225,75.874765
7821,Snack ,12.323994,76.626167
2306,Drinks ,18.592718,73.773572
339F,Snack ,23.357804,85.325146
3150,Meal ,13.058616,80.264151
AB71,Meal ,21.157729,72.768726
1E+76,Buffet ,11.021278,76.995017
DA02,Snack ,30.346994,78.062543
279C,Buffet ,11.006686,76.951736
570D,Meal ,17.430448,78.418213
2E+32,Meal ,17.438263,78.397865
3D90,Buffet ,11.022169,76.999594
73C2,Drinks ,18.546947,73.900626
98D7,Meal ,17.429585,78.392621
47B9,Buffet ,12.304569,76.643622
16AB,Drinks ,13.026279,80.174568
89CA,Buffet ,12.970221,77.645396
DA15,Drinks ,23.235123,77.398886
50D2,Buffet ,26.921411,75.793604
CB23,Meal ,26.492106,80.327797
87DD,Meal ,12.334022,76.618203
5E+37,Meal ,17.438263,78.397865
CD58,Buffet ,30.899584,75.809346
23BD,Snack ,0.0,0.0
6745,Meal ,23.351058,85.325731
B96B,Meal ,12.934365,77.616155
8A49,Meal ,21.149834,72.778666
4CB5,Drinks ,0.0,0.0
C968,Meal ,15.544419,73.755736
D1A1,Drinks ,10.003064,76.307589
9459,Meal ,21.15276,72.778059
9DBD,Meal ,11.02091,76.940432
476B,Buffet ,12.970221,77.645396
2B8C,Buffet ,12.970324,77.645748
BC34,Buffet ,21.186608,72.794136
12C1,Meal ,0.0,0.0
9EBC,Meal ,13.029198,77.570997
E02C,Drinks ,30.335259,78.053162
19D6,Snack ,23.374989,85.335486
6912,Buffet ,21.186608,72.794136
155F,Meal ,18.516216,73.842527
A666,Meal ,12.297954,76.665169
9A2D,Meal ,12.970221,77.645396
518B,Buffet ,12.3085,76.665808
98CF,Meal ,11.02091,76.940432
B32C,Snack ,12.299524,76.64262
CA5C,Buffet ,30.372202,78.077151
927A,Snack ,12.323994,76.626167
916A,Buffet ,12.935662,77.61413
B373,Meal ,13.026279,80.174568
6BB3,Buffet ,26.913726,75.75282
6C2F,Meal ,22.722634,75.886959
D52B,Snack ,0.0,0.0
CE9B,Snack ,0.0,0.0
90D7,Drinks ,23.416792,85.316842
A636,Drinks ,19.055831,72.833984
91A8,Buffet ,17.410371,78.437225
C2D5,Drinks ,23.218998,77.373573
8AF2,Drinks ,26.914142,75.805704
E189,Drinks ,10.028047,76.310019
D453,Drinks ,25.449872,81.836167
744E,Buffet ,13.044694,80.26147
7AF2,Snack ,26.902908,75.792934
89B8,Drinks ,26.90519,75.810753
B3F9,Snack ,22.727021,75.884167
2F6C,Drinks ,23.359033,85.325347
7348,Drinks ,19.221315,72.862381
4BE5,Drinks ,19.221315,72.862381
CCF9,Snack ,9.979363,76.285001
C727,Snack ,30.361281,78.068022
C87A,Snack ,26.479108,80.315042
7E+41,Meal ,22.744648,75.894377
7CC5,Snack ,11.001852,76.976268
136D,Snack ,12.323225,76.630028
4396,Buffet ,12.986047,80.218114
6FBF,Meal ,19.131141,72.813074
4628,Snack ,21.170096,72.789122
A8C4,Drinks ,11.000762,76.981876
B8D8,Snack ,17.433809,78.386744
D48F,Snack ,25.449659,81.839744
94A0,Snack ,19.221315,72.862381
A56,Meal ,18.516216,73.842527
AA3B,Snack ,11.016298,76.972076
9A18,Drinks ,11.022169,76.999594
98A1,Buffet ,13.064181,80.236442
D7AE,Buffet ,15.303897,73.914336
C69,Drinks ,13.026279,80.174568
33A6,Meal ,21.149834,72.778666
8B13,Meal ,12.323994,76.626167
509C,Snack ,11.022298,76.998349
B085,Meal ,12.979166,77.640709
463F,Buffet ,11.003008,76.97544
A374,Snack ,12.979166,77.640709
9B44,Snack ,12.935662,77.61413
CAFB,Meal ,23.218998,77.373573
7D53,Buffet ,13.044694,80.26147
D6E,Meal ,17.429585,78.392621
1C23,Meal ,26.911927,75.797282
8719,Buffet ,23.355164,85.324097
5E+19,Meal ,12.970221,77.645396
2F1F,Meal ,22.310237,73.158921
9703,Meal ,12.981615,80.231598
8D40,Drinks ,26.921411,75.793604
82FC,Drinks ,12.972532,77.608179
14FD,Buffet ,21.170096,72.789122
3AE6,Buffet ,26.891191,75.802083
A6EA,Snack ,21.149569,72.772697
1104,Drinks ,18.516216,73.842527
A8B1,Meal ,22.760072,75.892574
B761,Snack ,11.010375,76.95295
1A48,Snack ,23.359407,85.325055
82DF,Buffet ,21.160437,72.774209
1.1E+01,Snack ,12.981615,80.231598
97D7,Meal ,13.054347,80.257221
B1BD,Snack ,21.160522,72.771477
B611,Meal ,18.533811,73.899315
C794,Drinks ,0.0,0.0
220D,Snack ,19.221315,72.862381
A7B5,Drinks ,11.006686,76.951736
4ED4,Drinks ,0.0,0.0
55EB,Meal ,0.0,0.0
C3F7,Buffet ,26.483672,80.320708
8430,Drinks ,22.728163,75.884212
99D,Drinks ,19.091458,72.827808
7E+80,Meal ,12.321214,76.621094
E1BD,Snack ,30.914057,75.83982
BD62,Snack ,12.978453,77.643685
4F91,Snack ,23.357804,85.325146
3848,Meal ,22.732225,75.874765
7861,Buffet ,18.543626,73.905101
2C4C,Meal ,19.1093,72.825451
3051,Drinks ,22.753839,75.897429
915,Meal ,18.55144,73.804855
CB3D,Meal ,26.492106,80.327797
4CB0,Drinks ,19.131141,72.813074
9A40,Meal ,26.766536,75.837333
A286,Buffet ,23.39925,85.390464
373A,Drinks ,13.054347,80.257221
7F60,Drinks ,11.001852,76.976268
9BE0,Snack ,21.175104,72.804342
73B3,Drinks ,22.751857,75.866699
CCF3,Drinks ,26.479108,80.315042
B2F4,Drinks ,12.939496,77.625999
6888,Buffet ,17.428294,78.404423
AE32,Buffet ,22.761593,75.886362
7E+05,Buffet ,23.374989,85.335486
7A58,Snack ,18.927584,72.832585
D2B4,Drinks ,0.0,0.0
4383,Drinks ,12.297954,76.665169
1A8D,Drinks ,12.970324,77.645748
72DA,Meal ,18.516216,73.842527
A7A6,Drinks ,11.022477,76.995667
8ABA,Buffet ,22.732225,75.874765
2C6C,Snack ,18.536562,73.896485
4A4D,Snack ,12.949934,77.699386
B05,Snack ,12.972161,77.596014
5601,Drinks ,13.027018,80.254791
262E,Buffet ,21.175975,72.795503
59F2,Drinks ,13.064181,80.236442
B086,Drinks ,18.569156,73.774723
A983,Drinks ,26.913483,75.803139
9DB8,Snack ,23.371292,85.327872
BADD,Buffet ,12.972532,77.608179
1191,Snack ,19.065838,72.832658
4E8D,Meal ,18.994049,72.825203
2.6E+05,Buffet ,17.431477,78.40035
7268,Drinks ,26.902908,75.792934
5BD1,Buffet ,12.975377,77.696664
3BD4,Meal ,21.160522,72.771477
7079,Meal ,0.0,0.0
973A,Meal ,13.049645,80.242268
1C34,Buffet ,0.0,0.0
57C6,Drinks ,22.745536,75.893106
3CA4,Snack ,22.311358,73.164798
6C3E,Drinks ,23.354422,85.3329
6DD,Drinks ,12.334022,76.618203
2266,Drinks ,23.39925,85.390464
297E,Buffet ,0.0,0.0
1CAA,Meal ,21.183434,72.814492
D052,Buffet ,0.0,0.0
80F3,Buffet ,19.003517,72.82765
DC2C,Drinks ,27.161694,78.034714
2BF1,Meal ,22.307898,73.167788
72D9,Buffet ,18.546258,73.904337
CB9C,Snack ,19.876994,75.372353
70A7,Drinks ,22.760072,75.892574
3566,Drinks ,17.428294,78.404423
11DC,Meal ,12.970221,77.645396
D3F9,Drinks ,9.966783,76.242981
DB49,Snack ,15.5696,73.742294
A85C,Drinks ,13.054347,80.257221
38EA,Snack ,18.539299,73.897902
6EB5,Snack ,18.533811,73.899315
156F,Meal ,18.51421,73.838429
2816,Snack ,11.001852,76.976268
E4E,Drinks ,17.450851,78.379347
B2B7,Drinks ,17.431477,78.40035
B3E4,Drinks ,11.001852,76.976268
733E,Buffet ,18.539299,73.897902
BA14,Buffet ,21.170096,72.789122
86AF,Meal ,11.010375,76.95295
7B17,Snack ,12.323225,76.630028
9EBA,Snack ,12.304569,76.643622
7BDA,Drinks ,12.323225,76.630028
B31,Snack ,22.310526,73.170937
5152,Meal ,22.753659,75.903365
3519,Buffet ,26.902908,75.792934
D5A2,Meal ,22.527893,88.368628
55C8,Snack ,17.430448,78.418213
1556,Snack ,26.911378,75.789034
CA3C,Buffet ,15.556561,73.763633
781,Meal ,22.311603,73.165012
1F89,Buffet ,12.970324,77.645748
CC27,Drinks ,23.266261,77.379605
81B9,Meal ,22.74806,75.8934
862C,Meal ,18.55144,73.804855
B17D,Buffet ,18.994237,72.825553
BE2B,Drinks ,17.428294,78.404423
BF54,Snack ,30.342509,78.061187
6D76,Snack ,18.546258,73.904337
8487,Drinks ,0.0,0.0
59F3,Buffet ,12.3085,76.665808
379B,Drinks ,21.149834,72.778666
6041,Meal ,12.975377,77.696664
68FB,Drinks ,23.39925,85.390464
C67D,Drinks ,30.89286,75.822199
81B2,Meal ,19.055831,72.833984
80FE,Buffet ,26.846156,75.8023
9240,Meal ,21.149669,72.772629
17D6,Drinks ,12.3085,76.665808
6A3C,Snack ,13.027018,80.254791
A522,Drinks ,22.310237,73.158921
6410,Snack ,22.728163,75.884212
665,Meal ,18.51421,73.838429
76C4,Snack ,12.935662,77.61413
799C,Drinks ,12.316967,76.603067
CA23,Snack ,9.957144,76.296783
C9A2,Meal ,9.957144,76.296783
8D2,Meal ,26.914142,75.805704
5D5B,Drinks ,12.334022,76.618203
1994,Meal ,17.431668,78.408321
4BAE,Drinks ,12.914264,77.6784
DA3B,Buffet ,23.214459,77.434976
17AF,Snack ,11.022298,76.998349
C9F0,Drinks ,15.157944,73.950889
BB34,Snack ,13.027018,80.254791
1AF4,Meal ,18.569156,73.774723
2172,Meal ,13.066762,80.251865
B41D,Meal ,22.311603,73.165012
DB2C,Meal ,30.893244,75.821817
D498,Drinks ,0.0,0.0
2DA4,Drinks ,23.353783,85.326967
D9F7,Buffet ,0.0,0.0
BE0,Drinks ,22.761593,75.886362
6C77,Meal ,12.933298,77.614293
904B,Snack ,12.934179,77.615797
6727,Snack ,17.424114,78.347554
D32C,Snack ,22.553227,88.353273
D054,Snack ,22.514688,88.393294
981A,Drinks ,17.483216,78.552111
BBBC,Buffet ,0.0,0.0
670D,Drinks ,18.536562,73.896485
AB1C,Drinks ,17.450851,78.379347
AB4D,Snack ,19.120083,72.907385
6B8E,Buffet ,17.430448,78.418213
9E2D,Meal ,19.221315,72.862381
AB37,Buffet ,13.045479,80.23311
7E+61,Snack ,26.892312,75.806896
CC41,Buffet ,9.985697,76.281128
BA4C,Drinks ,22.745049,75.892471
2E+86,Snack ,21.183434,72.814492
2A53,Meal ,22.745049,75.892471
9317,Drinks ,12.334022,76.618203
8132,Drinks ,12.299524,76.64262
99C,Meal ,22.744648,75.894377
B83E,Drinks ,12.906229,77.596791
567D,Buffet ,0.0,0.0
A86,Buffet ,17.483216,78.552111
DE96,Buffet ,0.0,0.0
6CBC,Buffet ,11.003669,76.976494
479C,Buffet ,18.539299,73.897902
1D78,Drinks ,23.351058,85.325731
138D,Snack ,26.905287,75.794592
D3F5,Buffet ,19.874733,75.353942
77C2,Meal ,21.185047,72.80859
A9D5,Meal ,12.337978,76.616792
E5B,Meal ,0.0,0.0
2.2E+08,Buffet ,17.433809,78.386744
3EDE,Buffet ,17.431477,78.40035
4494,Snack ,13.081878,80.248519
CC79,Buffet ,22.569367,88.433187
2242,Drinks ,22.761226,75.887522
5D8F,Snack ,11.003669,76.976494
2280,Snack ,12.972793,80.249982
1.4E+10,Meal ,12.299524,76.64262
ECD,Snack ,19.120083,72.907385
172A,Meal ,26.914142,75.805704
1A41,Buffet ,19.003517,72.82765
4D63,Snack ,22.727021,75.884167
D6E1,Snack ,0.0,0.0
AFB5,Buffet ,19.1813,72.836191
4219,Snack ,19.221315,72.862381
DF9F,Buffet ,0.0,0.0
6588,Drinks ,11.022298,76.998349
1AB7,Drinks ,11.022169,76.999594
CE83,Buffet ,26.463504,80.372929
AD2F,Meal ,26.913987,75.752891
1D42,Meal ,21.175975,72.795503
D58,Buffet ,22.745536,75.893106
984E,Meal ,22.74806,75.8934
9FFF,Buffet ,11.022477,76.995667
7035,Meal ,0.0,0.0
6CBB,Meal ,21.175975,72.795503
59B1,Meal ,22.32,73.17
158D,Buffet ,21.160522,72.771477
5FD3,Drinks ,26.911927,75.797282
C640,Snack ,22.553227,88.353273
C8C9,Snack ,9.960846,76.293936
C863,Buffet ,22.551084,88.354127
57EF,Drinks ,12.337978,76.616792
A1D3,Drinks ,18.530963,73.828972
4213,Snack ,26.902328,75.794257
3EDA,Snack ,18.994237,72.825553
CE37,Meal ,19.875016,75.322405
238F,Meal ,26.911927,75.797282
56D2,Snack ,22.695207,75.866059
CC3C,Buffet ,26.483672,80.320708
ADA7,Snack ,0.0,0.0
20FA,Snack ,18.53408,73.89852
9C4E,Drinks ,13.086438,80.220672
5952,Snack ,17.451976,78.385883
9.3E+07,Snack ,22.761226,75.887522
5E+68,Drinks ,19.121999,72.908493
44B4,Buffet ,18.593481,73.785901
6C76,Drinks ,12.986047,80.218114
744F,Buffet ,18.516216,73.842527
AE42,Snack ,21.157729,72.768726
86B4,Snack ,11.024839,77.007003
E1E4,Drinks ,10.027014,76.308053
11B3,Snack ,19.091458,72.827808
7967,Meal ,18.530963,73.828972
E1A6,Meal ,26.463504,80.372929
4821,Snack ,19.12663,72.829976
4.9E+02,Drinks ,12.933284,77.615428
A404,Drinks ,12.975996,80.221898
A274,Meal ,13.026279,80.174568
ADEB,Drinks ,22.761593,75.886362
17DF,Snack ,23.374878,85.335739
4AAC,Drinks ,21.149669,72.772629
3D92,Drinks ,23.359407,85.325055
9E+31,Snack ,12.975377,77.696664
67AF,Drinks ,26.902328,75.794257
1FCB,Buffet ,22.727021,75.884167
7A09,Meal ,11.008638,76.984311
C6BA,Snack ,10.020683,76.310631
3C8F,Drinks ,26.914142,75.805704
D9FB,Drinks ,30.899992,75.831338
B5A1,Buffet ,13.086438,80.220672
7860,Buffet ,12.934179,77.615797
932,Drinks ,12.981615,80.231598
172E,Snack ,26.766536,75.837333
2356,Snack ,0.0,0.0
D07A,Buffet ,27.160832,78.011608
499A,Meal ,12.949934,77.699386
C592,Snack ,26.471529,80.313458
6E+57,Meal ,12.323194,76.630583
29BC,Snack ,26.902908,75.792934
38AC,Buffet ,23.357804,85.325146
2F67,Buffet ,22.761593,75.886362
C8E9,Snack ,30.89286,75.822199
A07,Buffet ,17.424114,78.347554
A5C9,Drinks ,17.429585,78.392621
40CA,Meal ,21.15276,72.778059
651C,Drinks ,17.451976,78.385883
9CB6,Snack ,13.02978,80.208812
2060,Drinks ,18.554382,73.798206
5FBA,Meal ,23.416792,85.316842
7DC0,Meal ,17.450851,78.379347
7102,Drinks ,0.0,0.0
AB43,Meal ,12.934365,77.616155
31A8,Drinks ,19.221315,72.862381
2018,Meal ,21.157735,72.768778
E116,Snack ,27.161661,78.011544
8CE5,Meal ,13.022394,80.242439
11C4,Buffet ,0.0,0.0
354B,Snack ,17.411028,78.329645
28CA,Snack ,17.450851,78.379347
C1DB,Meal ,30.892978,75.821847
DE47,Drinks ,0.0,0.0
85A9,Meal ,21.170096,72.789122
5356,Snack ,12.326356,76.619103
6E+27,Drinks ,26.902908,75.792934
E20F,Buffet ,15.5696,73.742294
8277,Snack ,12.323225,76.630028
9404,Snack ,12.337928,76.617889
7AAC,Snack ,22.75004,75.902847
5B8B,Buffet ,0.0,0.0
5585,Drinks ,18.530963,73.828972
CB72,Snack ,22.527893,88.368628
3E9A,Buffet ,22.75004,75.902847
49EB,Drinks ,26.921411,75.793604
6CA1,Meal ,11.008638,76.984311
4577,Drinks ,22.651847,75.881991
6E+50,Buffet ,21.149569,72.772697
BC4B,Snack ,26.90519,75.810753
7A3A,Meal ,12.981615,80.231598
1BAA,Meal ,13.049645,80.242268
5F77,Meal ,23.351058,85.325731
B3F0,Drinks ,12.939496,77.625999
8DAF,Meal ,19.131141,72.813074
BF30,Meal ,30.359722,78.067079
2A12,Buffet ,23.354422,85.3329
A3D3,Buffet ,26.913483,75.803139
C934,Meal ,25.457687,81.835585
2F06,Snack ,19.055831,72.833984
7.6E+02,Meal ,0.0,0.0
6970,Snack ,26.902328,75.794257
527E,Buffet ,11.003008,76.97544
49B6,Snack ,18.533811,73.899315
C074,Buffet ,-27.165108,78.015053
3957,Drinks ,22.311358,73.164798
9B76,Meal ,11.010375,76.95295
CE19,Snack ,25.459775,81.834841
7DF6,Snack ,22.751234,75.88949
6057,Meal ,21.170096,72.789122
8D5E,Drinks ,22.744648,75.894377
DFAB,Drinks ,10.020683,76.310631
5BB,Snack ,18.539299,73.897902
2D0A,Drinks ,19.131141,72.813074
8A80,Meal ,17.428294,78.404423
9ACD,Drinks ,12.970221,77.645396
10D8,Snack ,17.428294,78.404423
D178,Meal ,25.45235,81.841889
CA99,Snack ,19.875337,75.316722
E1AF,Buffet ,9.988483,76.295211
3040,Drinks ,22.725835,75.887648
C0E6,Snack ,-27.160832,78.011608
2597,Drinks ,21.157729,72.768726
7619,Buffet ,13.027018,80.254791
1C22,Buffet ,23.333017,85.3172
3118,Drinks ,12.979166,77.640709
D5BE,Drinks ,0.0,0.0
69D,Meal ,10.96185,76.971082
64D1,Meal ,21.149834,72.778666
3BCD,Meal ,0.0,0.0
6DCA,Snack ,11.025083,77.015393
BDB3,Buffet ,10.96185,76.971082
90AF,Buffet ,0.0,0.0
A424,Snack ,12.304569,76.643622
42B4,Buffet ,22.310526,73.170937
5B02,Buffet ,22.761226,75.887522
4F85,Drinks ,23.359194,85.325447
B392,Buffet ,12.299524,76.64262
4499,Buffet ,19.12663,72.829976
23EB,Meal ,12.334022,76.618203
3FD8,Meal ,17.428294,78.404423
