order_id,delivery_partner_id,delivery_location_latitude,delivery_location_longitude,time_taken_min
DC2C,AGRRES18DEL02,27.241694,78.114714,27.0
2BF1,VADRES01DEL02,22.327898,73.187788,27.0
72D9,PUNERES06DEL03,18.576258,73.934337,16.0
CB9C,AURGRES17DEL03,19.966994,75.462353,43.0
70A7,INDORES15DEL02,22.840072,75.972574,25.0
3566,HYDRES010DEL03,17.518294,78.494423,51.0
11DC,BANGRES02DEL01,13.010221,77.685396,21.0
D3F9,KOCRES04DEL02,10.046783,76.322981,40.0
DB49,GOARES04DEL02,15.6496,73.822294,27.0
A85C,CHENRES06DEL03,13.144347,80.347221,20.0
38EA,PUNERES010DEL03,18.629299,73.987902,24.0
6EB5,PUNERES11DEL01,18.573811,73.939315,13.0
156F,PUNERES04DEL03,18.57421,73.898429,27.0
2816,COIMBRES08DEL03,11.031852,77.006268,28.0
E4E,HYDRES18DEL02,17.530851,78.459347,26.0
B2B7,HYDRES13DEL02,17.561477,78.53035,28.0
B3E4,COIMBRES08DEL02,11.081852,77.056268,26.0
733E,PUNERES010DEL01,18.579299,73.937902,25.0
BA14,SURRES13DEL02,21.250096,72.869122,25.0
86AF,COIMBRES16DEL01,11.080375,77.02295,37.0
7B17,MYSRES11DEL02,12.403225,76.710028,30.0
9EBA,MYSRES02DEL03,12.394569,76.733622,41.0
7BDA,MYSRES11DEL01,12.333225,76.640028,16.0
B31,VADRES05DEL02,22.440526,73.300937,15.0
5152,INDORES04DEL03,22.813659,75.963365,21.0
3519,JAPRES12DEL02,27.032908,75.922934,44.0
D5A2,KOLRES05DEL03,22.587893,88.428628,34.0
55C8,HYDRES11DEL02,17.480448,78.468213,22.0
1556,JAPRES09DEL01,26.921378,75.799034,17.0
CA3C,GOARES08DEL02,15.606561,73.813633,29.0
781,VADRES14DEL01,22.321603,73.175012,48.0
1F89,BANGRES05DEL03,13.030324,77.705748,22.0
CC27,BHPRES010DEL01,23.336261,77.449605,49.0
81B9,INDORES12DEL01,22.85806,76.0034,21.0
862C,PUNERES02DEL02,18.60144,73.854855,18.0
B17D,MUMRES11DEL01,19.004237,72.835553,16.0
BE2B,HYDRES010DEL02,17.508294,78.484423,39.0
BF54,DEHRES16DEL01,30.412509,78.131187,15.0
6D76,PUNERES06DEL02,18.676258,74.034337,20.0
8487,VADRES08DEL02,0.08,0.08,38.0
59F3,MYSRES04DEL02,12.3885,76.745808,35.0
379B,SURRES18DEL02,21.169834,72.798666,18.0
6041,BANGRES15DEL03,13.065377,77.786664,16.0
68FB,RANCHIRES20DEL01,23.43925,85.430464,17.0
C67D,LUDHRES010DEL01,30.96286,75.892199,38.0
81B2,MUMRES06DEL02,19.105831,72.883984,16.0
80FE,JAPRES13DEL03,26.986156,75.9423,45.0
9240,SURRES19DEL03,21.179669,72.802629,19.0
17D6,MYSRES04DEL01,12.3485,76.705808,16.0
6A3C,CHENRES13DEL03,13.057018,80.284791,32.0
A522,VADRES13DEL01,22.350237,73.198921,27.0
6410,INDORES06DEL02,22.748163,75.904212,15.0
665,PUNERES04DEL02,18.56421,73.888429,29.0
76C4,BANGRES13DEL01,12.945662,77.62413,23.0
799C,MYSRES16DEL02,12.396967,76.683067,27.0
CA23,KOCRES18DEL01,10.067144,76.406783,38.0
C9A2,KOCRES18DEL02,9.977144,76.316783,18.0
8D2,JAPRES02DEL03,26.944142,75.835704,32.0
5D5B,MYSRES19DEL01,12.374022,76.658203,28.0
1994,HYDRES09DEL03,17.491668,78.468321,22.0
4BAE,BANGRES19DEL01,12.984264,77.7484,47.0
DA3B,BHPRES05DEL03,23.244459,77.464976,22.0
17AF,COIMBRES19DEL01,11.032298,77.008349,27.0
C9F0,GOARES14DEL01,15.197944,73.990889,29.0
BB34,CHENRES13DEL03,13.117018,80.344791,19.0
1AF4,PUNERES01DEL02,18.649156,73.854723,27.0
2172,CHENRES010DEL03,13.126762,80.311865,26.0
B41D,VADRES14DEL03,22.371603,73.225012,21.0
DB2C,LUDHRES12DEL01,30.963244,75.891817,18.0
D498,BHPRES07DEL02,0.05,0.05,33.0
2DA4,RANCHIRES08DEL01,23.463783,85.436967,38.0
D9F7,BHPRES02DEL01,0.11,0.11,24.0
BE0,INDORES14DEL02,22.891593,76.016362,38.0
6C77,BANGRES010DEL02,12.983298,77.664293,28.0
904B,BANGRES09DEL03,12.994179,77.675797,26.0
6727,HYDRES07DEL01,17.434114,78.357554,15.0
D32C,KOLRES13DEL01,22.663227,88.463273,23.0
D054,KOLRES01DEL02,22.644688,88.523294,25.0
981A,HYDRES20DEL03,17.573216,78.642111,13.0
BBBC,VADRES04DEL03,0.06,0.06,36.0
670D,PUNERES09DEL02,18.556562,73.916485,22.0
AB1C,HYDRES18DEL02,17.530851,78.459347,27.0
AB4D,MUMRES16DEL01,19.160083,72.947385,31.0
6B8E,HYDRES11DEL02,17.510448,78.498213,35.0
9E2D,MUMRES02DEL01,19.331315,72.972381,18.0
AB37,CHENRES17DEL01,13.115479,80.30311,17.0
7E+61,JAPRES17DEL02,26.972313,75.886896,38.0
CC41,KOCRES07DEL02,10.065697,76.361128,45.0
BA4C,INDORES13DEL02,22.875049,76.022471,31.0
2E+86,SURRES12DEL03,21.213434,72.844492,15.0
2A53,INDORES13DEL02,22.795049,75.942471,17.0
9317,MYSRES19DEL01,12.374022,76.658203,15.0
8132,MYSRES03DEL02,12.319524,76.66262,17.0
99C,INDORES16DEL01,22.754648,75.904377,16.0
B83E,BANGRES08DEL01,13.016229,77.706791,29.0
567D,RANCHIRES03DEL02,0.02,0.02,21.0
A86,HYDRES20DEL01,17.593216,78.662111,22.0
DE96,DEHRES12DEL01,0.01,0.01,10.0
6CBC,COIMBRES13DEL02,11.053669,77.026494,18.0
479C,PUNERES010DEL02,18.559299,73.917902,20.0
1D78,RANCHIRES09DEL01,23.421058,85.395731,17.0
138D,JAPRES05DEL01,26.915287,75.804592,11.0
D3F5,AURGRES03DEL03,19.904733,75.383942,28.0
77C2,SURRES06DEL03,21.245047,72.86859,28.0
A9D5,MYSRES20DEL02,12.467978,76.746792,35.0
E5B,VADRES12DEL01,0.04,0.04,29.0
2.2E+08,HYDRES05DEL01,17.503809,78.456744,39.0
3EDE,HYDRES13DEL01,17.471477,78.44035,28.0
4494,CHENRES07DEL01,13.191878,80.358519,34.0
CC79,KOLRES18DEL03,22.599367,88.463187,21.0
2242,INDORES17DEL01,22.831226,75.957521,40.0
5D8F,COIMBRES13DEL01,11.113669,77.086494,12.0
2280,CHENRES12DEL03,13.032793,80.309982,30.0
1.4E+10,MYSRES03DEL02,12.379524,76.72262,27.0
ECD,MUMRES16DEL03,19.180083,72.967385,28.0
172A,JAPRES02DEL03,26.944142,75.835704,19.0
1A41,MUMRES010DEL03,19.093517,72.91765,37.0
4D63,INDORES05DEL03,22.817021,75.974167,44.0
D6E1,AGRRES06DEL01,0.01,0.01,23.0
AFB5,MUMRES14DEL01,19.2913,72.946191,29.0
4219,MUMRES02DEL02,19.241315,72.882381,17.0
DF9F,ALHRES11DEL02,0.05,0.05,18.0
6588,COIMBRES19DEL02,11.152298,77.128349,25.0
1AB7,COIMBRES05DEL03,11.052169,77.029594,26.0
CE83,KNPRES14DEL03,26.523504,80.432929,25.0
AD2F,JAPRES18DEL02,26.933987,75.772891,31.0
1D42,SURRES09DEL01,21.215975,72.835503,26.0
D58,INDORES19DEL02,22.765536,75.913106,30.0
984E,INDORES12DEL01,22.78806,75.9334,37.0
9FFF,COIMBRES02DEL02,11.042477,77.015667,12.0
7035,RANCHIRES02DEL01,0.01,0.01,32.0
6CBB,SURRES09DEL02,21.255975,72.875503,27.0
59B1,VADRES03DEL01,22.39,73.24,31.0
158D,SURRES15DEL02,21.210522,72.821477,20.0
5FD3,JAPRES06DEL01,26.981927,75.867282,16.0
C640,KOLRES13DEL01,22.563227,88.363273,16.0
C8C9,KOCRES19DEL02,9.980846,76.313936,27.0
C863,KOLRES12DEL02,22.601084,88.404127,31.0
57EF,MYSRES20DEL01,12.407978,76.686792,20.0
A1D3,PUNERES17DEL02,18.660963,73.958972,13.0
4213,JAPRES04DEL01,26.972328,75.864257,35.0
3EDA,MUMRES11DEL02,19.044237,72.875553,20.0
CE37,AURGRES14DEL02,19.955016,75.402405,39.0
238F,JAPRES06DEL03,27.051927,75.937282,41.0
56D2,INDORES01DEL01,22.735207,75.906059,49.0
CC3C,KNPRES01DEL01,26.593672,80.430708,11.0
ADA7,MYSRES14DEL03,0.09,0.09,22.0
20FA,PUNERES08DEL03,18.62408,73.98852,37.0
9C4E,CHENRES02DEL01,13.096438,80.230672,17.0
5952,HYDRES17DEL01,17.561976,78.495883,32.0
9.3E+07,INDORES17DEL01,22.831226,75.957521,27.0
5E+68,MUMRES17DEL02,19.251999,73.038493,39.0
44B4,PUNERES18DEL03,18.683481,73.875901,38.0
6C76,CHENRES19DEL02,13.116047,80.348114,21.0
744F,PUNERES14DEL01,18.626216,73.952527,37.0
AE42,SURRES14DEL02,21.287729,72.898726,36.0
86B4,COIMBRES04DEL02,11.104839,77.087003,26.0
E1E4,KOCRES14DEL03,10.117014,76.398053,17.0
11B3,MUMRES07DEL03,19.151458,72.887808,26.0
7967,PUNERES17DEL01,18.570963,73.868972,25.0
E1A6,KNPRES14DEL01,26.573504,80.482929,43.0
4821,MUMRES01DEL02,19.14663,72.849976,21.0
4.9E+02,BANGRES01DEL02,13.013284,77.695428,16.0
A404,CHENRES20DEL03,13.065996,80.311898,15.0
A274,CHENRES14DEL01,13.136279,80.284568,33.0
ADEB,INDORES14DEL03,22.821593,75.946362,24.0
17DF,RANCHIRES17DEL03,23.434878,85.395739,28.0
4AAC,SURRES19DEL02,21.199669,72.822629,26.0
3D92,RANCHIRES07DEL01,23.369407,85.335055,29.0
9E+31,BANGRES15DEL01,12.985377,77.706664,15.0
67AF,JAPRES04DEL02,27.032328,75.924257,42.0
1FCB,INDORES05DEL02,22.807021,75.964167,13.0
7A09,COIMBRES09DEL03,11.038638,77.014311,17.0
C6BA,KOCRES03DEL02,10.040683,76.330631,31.0
3C8F,JAPRES02DEL03,26.944142,75.835704,29.0
D9FB,LUDHRES08DEL01,30.909992,75.841338,16.0
B5A1,CHENRES02DEL02,13.106438,80.240672,14.0
7860,BANGRES09DEL02,13.064179,77.745797,42.0
932,CHENRES18DEL03,13.011615,80.261598,23.0
172E,JAPRES07DEL01,26.806536,75.877333,20.0
2356,MYSRES14DEL03,0.09,0.09,24.0
D07A,AGRRES03DEL03,27.250832,78.101608,19.0
499A,BANGRES14DEL02,13.029934,77.779386,30.0
C592,KNPRES04DEL03,26.531529,80.373458,10.0
6E+57,MYSRES09DEL02,12.453194,76.760583,21.0
29BC,JAPRES12DEL01,26.912908,75.802934,30.0
38AC,RANCHIRES06DEL03,23.387804,85.355146,26.0
2F67,INDORES14DEL02,22.781593,75.906362,32.0
C8E9,LUDHRES010DEL03,30.95286,75.882199,26.0
A07,HYDRES07DEL01,17.534114,78.457554,16.0
A5C9,HYDRES12DEL01,17.439585,78.402621,31.0
40CA,SURRES20DEL02,21.17276,72.798059,24.0
651C,HYDRES17DEL03,17.481976,78.415883,18.0
9CB6,CHENRES04DEL01,13.13978,80.318812,23.0
2060,PUNERES03DEL01,18.594382,73.838206,28.0
5FBA,RANCHIRES01DEL03,23.446792,85.346842,16.0
7DC0,HYDRES18DEL01,17.460851,78.389347,28.0
7102,VADRES17DEL01,0.07,0.07,29.0
AB43,BANGRES11DEL03,13.024365,77.706155,27.0
31A8,MUMRES02DEL02,19.271315,72.912381,30.0
2018,SURRES11DEL02,21.177735,72.788778,11.0
E116,AGRRES01DEL01,27.231661,78.081544,23.0
8CE5,CHENRES08DEL02,13.042394,80.262439,28.0
11C4,VADRES07DEL01,0.04,0.04,29.0
354B,HYDRES04DEL01,17.481028,78.399645,38.0
28CA,HYDRES18DEL02,17.580851,78.509347,10.0
C1DB,LUDHRES14DEL03,31.032978,75.961847,19.0
DE47,GOARES05DEL01,0.01,0.01,21.0
85A9,SURRES13DEL03,21.200096,72.819122,18.0
5356,MYSRES17DEL02,12.456356,76.749103,28.0
6E+27,JAPRES12DEL02,26.952908,75.842934,34.0
E20F,GOARES04DEL03,15.5996,73.772294,41.0
8277,MYSRES11DEL03,12.353225,76.660028,37.0
9404,MYSRES18DEL02,12.357928,76.637889,28.0
7AAC,INDORES010DEL01,22.76004,75.912847,11.0
5B8B,VADRES17DEL01,0.04,0.04,31.0
5585,PUNERES17DEL02,18.550963,73.848972,15.0
CB72,KOLRES05DEL02,22.607893,88.448628,36.0
3E9A,INDORES010DEL02,22.83004,75.982847,30.0
49EB,JAPRES010DEL03,26.981411,75.853604,30.0
6CA1,COIMBRES09DEL02,11.028638,77.004311,33.0
4577,INDORES02DEL02,22.781847,76.011991,37.0
6E+50,SURRES17DEL01,21.189569,72.812697,27.0
BC4B,JAPRES01DEL03,27.04519,75.950753,31.0
7A3A,CHENRES18DEL02,13.031615,80.281598,27.0
1BAA,CHENRES16DEL03,13.079645,80.272268,16.0
5F77,RANCHIRES09DEL02,23.481058,85.455731,15.0
B3F0,BANGRES12DEL03,12.999496,77.685999,29.0
8DAF,MUMRES19DEL02,19.21114,72.893074,27.0
BF30,DEHRES08DEL03,30.449722,78.157079,25.0
2A12,RANCHIRES010DEL02,23.484422,85.4629,51.0
A3D3,JAPRES03DEL03,27.053483,75.943139,39.0
C934,ALHRES05DEL02,25.537687,81.915585,34.0
2F06,MUMRES06DEL03,19.115831,72.893984,31.0
7.6E+02,VADRES17DEL02,0.02,0.02,21.0
6970,JAPRES04DEL01,26.912328,75.804257,23.0
527E,COIMBRES010DEL01,11.043008,77.01544,19.0
49B6,PUNERES11DEL03,18.593811,73.959315,22.0
C074,AGRRES12DEL02,27.215108,78.065053,17.0
3957,VADRES20DEL01,22.321358,73.174798,16.0
9B76,COIMBRES16DEL02,11.090375,77.03295,44.0
CE19,ALHRES14DEL02,25.479775,81.854841,24.0
7DF6,INDORES11DEL02,22.771234,75.90949,17.0
6057,SURRES13DEL01,21.240096,72.859122,31.0
8D5E,INDORES16DEL01,22.814648,75.964377,17.0
DFAB,KOCRES03DEL03,10.110683,76.400631,26.0
5BB,PUNERES010DEL02,18.589299,73.947902,34.0
2D0A,MUMRES19DEL03,19.221141,72.903074,40.0
8A80,HYDRES010DEL03,17.458294,78.434423,25.0
9ACD,BANGRES02DEL03,13.000221,77.675396,36.0
10D8,HYDRES010DEL01,17.538294,78.514423,21.0
D178,ALHRES17DEL02,25.58235,81.971889,37.0
CA99,AURGRES010DEL03,19.935337,75.376722,31.0
E1AF,KOCRES12DEL01,10.028483,76.335211,11.0
3040,INDORES09DEL01,22.835835,75.997648,40.0
C0E6,AGRRES03DEL03,27.250832,78.101608,19.0
2597,SURRES14DEL02,21.177729,72.788726,18.0
7619,CHENRES13DEL01,13.067018,80.294791,34.0
1C22,RANCHIRES19DEL02,23.463017,85.4472,31.0
3118,BANGRES03DEL02,12.999166,77.660709,29.0
D5BE,ALHRES04DEL03,0.06,0.06,31.0
69D,COIMBRES07DEL01,11.03185,77.041082,39.0
64D1,SURRES18DEL01,21.189834,72.818666,21.0
3BCD,VADRES07DEL02,0.05,0.05,32.0
6DCA,COIMBRES03DEL01,11.135083,77.125393,30.0
BDB3,COIMBRES07DEL02,11.09185,77.101082,36.0
90AF,VADRES02DEL01,0.04,0.04,22.0
A424,MYSRES02DEL01,12.314569,76.653622,14.0
42B4,VADRES05DEL03,22.400526,73.260937,19.0
5B02,INDORES17DEL02,22.891226,76.017522,22.0
4F85,RANCHIRES11DEL01,23.399194,85.365447,15.0
B392,MYSRES03DEL02,12.429524,76.77262,25.0
4499,MUMRES01DEL01,19.16663,72.869976,23.0
23EB,MYSRES19DEL02,12.354022,76.638203,26.0
3FD8,HYDRES010DEL01,17.538294,78.514423,20.0
9ED8,INDORES02DEL01,22.691847,75.921991,26.0
2BB3,HYDRES14DEL03,17.486228,78.467495,18.0
BEB9,JAPRES12DEL01,26.912908,75.802934,12.0
9C5B,VADRES09DEL01,0.11,0.11,41.0
850F,MYSRES06DEL02,12.403994,76.706167,35.0
7B51,MYSRES03DEL01,12.309524,76.65262,10.0
9A37,INDORES010DEL02,22.83004,75.982847,33.0
42DF,RANCHIRES16DEL02,23.391292,85.347872,23.0
D1D0,ALHRES08DEL02,25.530329,81.914279,34.0
C391,GOARES15DEL01,15.58315,73.853459,15.0
6DD0,MUMRES03DEL01,19.23384,72.851347,23.0
131C,MYSRES03DEL03,12.389524,76.73262,37.0
8C3E,MUMRES09DEL03,19.084049,72.915203,42.0
1864,COIMBRES13DEL01,11.013669,76.986494,20.0
9.1E+02,BANGRES15DEL02,12.995377,77.716664,16.0
A5E0,BANGRES19DEL03,13.004264,77.7684,23.0
2568,PUNERES19DEL01,18.603935,73.955367,15.0
476F,JAPRES16DEL02,26.899596,75.850512,25.0
74A3,COIMBRES06DEL01,11.061278,77.035017,49.0
B126,COIMBRES12DEL01,11.010762,76.991876,10.0
3446,CHENRES08DEL02,13.042394,80.262439,28.0
C513,KOLRES14DEL01,22.562996,88.36231,23.0
5CD9,CHENRES07DEL02,13.131878,80.298519,33.0
1.8E+09,JAPRES16DEL03,26.909596,75.860512,26.0
ADB1,COIMBRES19DEL02,11.152298,77.128349,30.0
13B9,BANGRES12DEL02,13.019496,77.705999,28.0
8452,HYDRES05DEL03,17.523809,78.476744,22.0
89D0,SURRES010DEL01,21.28106,72.899292,16.0
E11F,GOARES17DEL02,15.516162,73.845364,24.0
D138,KOLRES010DEL01,22.578999,88.362337,22.0
CD01,LUDHRES03DEL03,31.02722,75.944893,43.0
A682,HYDRES05DEL02,17.563809,78.516744,38.0
1A9B,MYSRES16DEL02,12.336967,76.623067,15.0
983B,INDORES09DEL01,22.735835,75.897648,19.0
D593,AURGRES05DEL02,19.895522,75.387127,25.0
54EE,COIMBRES01DEL03,11.076298,77.032076,17.0
AC9A,JAPRES01DEL03,26.93519,75.840753,22.0
A88F,MYSRES02DEL01,12.374569,76.713622,39.0
5151,CHENRES07DEL02,13.131878,80.298519,19.0
858C,RANCHIRES19DEL01,23.443017,85.4272,32.0
89C6,MUMRES12DEL01,19.247222,73.012281,14.0
D2C8,AGRRES19DEL03,0.03,0.03,27.0
8D92,RANCHIRES09DEL01,23.461058,85.435731,25.0
8A9,MYSRES18DEL02,12.387928,76.667889,18.0
7285,RANCHIRES18DEL02,23.431489,85.404253,40.0
5416,MYSRES17DEL01,12.396356,76.689103,18.0
B592,SURRES05DEL03,21.205104,72.834342,17.0
4D14,INDORES010DEL01,22.76004,75.912847,10.0
A7BC,INDORES09DEL02,22.805835,75.967648,42.0
5584,MUMRES12DEL02,19.337222,73.102281,18.0
8E+38,CHENRES17DEL02,13.095479,80.28311,21.0
6AA5,JAPRES12DEL03,26.992908,75.882934,27.0
C54E,KNPRES06DEL01,0.07,0.07,48.0
2624,RANCHIRES13DEL03,23.464989,85.425486,39.0
CB49,DEHRES20DEL03,0.03,0.03,28.0
43F,CHENRES06DEL03,13.114347,80.317221,25.0
7060,VADRES07DEL01,0.07,0.07,36.0
A554,VADRES05DEL01,22.350526,73.210937,14.0
3115,COIMBRES20DEL03,11.054136,77.023303,15.0
3B95,COIMBRES13DEL01,11.073669,77.046494,26.0
723,HYDRES06DEL01,17.495894,78.415467,33.0
2D86,MUMRES12DEL01,19.217222,72.982281,20.0
6F15,JAPRES09DEL01,26.951378,75.829034,34.0
3EBC,HYDRES07DEL01,17.434114,78.357554,27.0
7C4B,MYSRES04DEL02,12.4385,76.795808,28.0
674B,BANGRES07DEL01,13.048453,77.713685,25.0
44DC,PUNERES08DEL01,18.60408,73.96852,29.0
2B07,SURRES07DEL01,21.280798,72.900489,20.0
AD89,HYDRES11DEL01,17.470448,78.458213,54.0
8947,BANGRES02DEL02,13.020221,77.695396,23.0
A817,CHENRES04DEL03,13.05978,80.238812,38.0
7222,BANGRES07DEL01,13.088453,77.753685,26.0
D9B,INDORES09DEL02,22.745835,75.907648,23.0
8F62,CHENRES03DEL03,13.121809,80.249104,25.0
666F,HYDRES010DEL03,17.458294,78.434423,22.0
D8F2,KOLRES18DEL02,22.619367,88.483187,26.0
DC5A,ALHRES14DEL03,25.489775,81.864841,22.0
A8BC,MUMRES010DEL02,19.083517,72.90765,37.0
2DF0,CHENRES010DEL01,13.176762,80.361865,37.0
835B,JAPRES14DEL02,26.93842,75.850689,29.0
50D5,VADRES06DEL02,22.39279,73.250283,12.0
2485,MUMRES01DEL01,19.16663,72.869976,32.0
D646,AURGRES16DEL01,0.01,0.01,23.0
3630,MYSRES14DEL01,0.01,0.01,11.0
C140,AGRRES16DEL02,0.13,0.13,39.0
5E+26,BANGRES17DEL03,13.002532,77.638179,25.0
E1AB,LUDHRES13DEL03,30.923234,75.85172,24.0
CC65,LUDHRES17DEL03,30.953384,75.881202,11.0
13D2,PUNERES11DEL02,18.663811,74.029315,26.0
A6E8,INDORES09DEL01,22.795835,75.957648,39.0
C4BD,AURGRES08DEL03,19.906428,75.394792,12.0
D14D,AGRRES07DEL02,27.180934,78.064095,16.0
94EC,JAPRES02DEL03,27.004142,75.895704,30.0
1341,INDORES09DEL02,22.805835,75.967648,20.0
388D,CHENRES05DEL02,13.138616,80.344151,34.0
8EC5,MYSRES05DEL03,12.413978,76.717961,28.0
6E+98,SURRES05DEL02,21.305104,72.934342,20.0
C13D,KNPRES13DEL01,26.491547,80.309775,26.0
D0EC,ALHRES15DEL03,25.509872,81.896167,21.0
DA7E,DEHRES20DEL02,0.13,0.13,23.0
9EBF,HYDRES16DEL01,17.510827,78.463391,25.0
D35,RANCHIRES16DEL01,23.411292,85.367872,34.0
CB9F,BHPRES15DEL01,23.244249,77.444007,18.0
4125,INDORES12DEL01,22.75806,75.9034,16.0
A58,INDORES16DEL03,22.774648,75.924377,23.0
A1E2,INDORES19DEL02,22.875536,76.023106,50.0
C62C,AURGRES010DEL01,19.885337,75.326722,17.0
4456,CHENRES13DEL03,13.087018,80.314791,25.0
1A57,MYSRES09DEL02,12.453194,76.760583,35.0
A033,CHENRES12DEL03,13.002793,80.279982,34.0
8161,VADRES13DEL01,22.350237,73.198921,32.0
1DFE,MYSRES02DEL01,12.374569,76.713622,19.0
1BB9,INDORES17DEL03,22.851226,75.977522,20.0
DABF,GOARES04DEL02,15.6996,73.872294,39.0
B812,MUMRES20DEL02,19.153249,72.896749,34.0
B86D,MUMRES04DEL01,19.324567,72.918923,14.0
18A1,CHENRES06DEL02,13.184347,80.387221,31.0
AE72,RANCHIRES19DEL02,23.353017,85.3372,27.0
6741,VADRES11DEL03,22.368096,73.227753,29.0
B6F2,BANGRES02DEL02,13.020221,77.695396,27.0
19D9,RANCHIRES04DEL03,23.419033,85.385347,16.0
2F78,VADRES08DEL03,0.06,0.06,15.0
6B35,PUNERES09DEL01,18.606562,73.966485,28.0
4EEA,SURRES08DEL01,21.213343,72.832731,14.0
DFE9,AURGRES15DEL02,20.008028,75.447475,29.0
656E,RANCHIRES04DEL02,23.379033,85.345347,16.0
38AE,INDORES05DEL02,22.777021,75.934167,28.0
A36E,INDORES06DEL02,22.748163,75.904212,29.0
4071,SURRES13DEL02,21.300096,72.919122,38.0
7DEF,BANGRES04DEL01,13.05041,77.710489,26.0
4.9E+05,CHENRES04DEL01,13.09978,80.278812,19.0
9330,JAPRES02DEL02,27.044142,75.935704,27.0
8DC9,CHENRES09DEL03,13.074694,80.29147,26.0
7DB1,CHENRES04DEL02,13.15978,80.338812,38.0
70D1,INDORES04DEL01,22.863659,76.013365,28.0
3454,MUMRES04DEL01,19.264567,72.858923,16.0
1D18,SURRES18DEL01,21.219834,72.848666,20.0
29EE,HYDRES12DEL01,17.539585,78.502621,43.0
87D2,JAPRES19DEL03,26.973726,75.812821,27.0
C34D,LUDHRES010DEL01,30.93286,75.862199,26.0
61C6,MUMRES08DEL02,19.115838,72.882658,22.0
CDE7,KNPRES19DEL02,26.57095,80.398656,37.0
8CFE,VADRES09DEL02,0.02,0.02,30.0
E0F2,BHPRES07DEL02,0.05,0.05,34.0
5721,RANCHIRES06DEL03,23.387804,85.355146,32.0
BA3,SURRES14DEL03,21.217729,72.828726,26.0
2FDF,HYDRES12DEL03,17.519585,78.482621,26.0
374B,MYSRES05DEL02,12.403978,76.707961,25.0
3230,RANCHIRES07DEL01,23.399407,85.365055,28.0
BC12,MYSRES05DEL01,12.393978,76.697961,21.0
7E+04,INDORES20DEL02,22.862225,76.004765,18.0
D291,GOARES12DEL02,15.596833,73.848172,24.0
2E+47,SURRES06DEL01,21.295047,72.91859,35.0
4403,INDORES19DEL03,22.805536,75.953106,19.0
45BF,COIMBRES05DEL01,11.092169,77.069594,28.0
4035,BANGRES010DEL03,12.993298,77.674293,14.0
A27B,MUMRES11DEL02,19.014237,72.845553,33.0
4.7E+10,PUNERES03DEL01,18.664382,73.908206,46.0
5A5,COIMBRES07DEL02,10.98185,76.991082,21.0
1E+04,VADRES14DEL03,22.371603,73.225012,23.0
B191,PUNERES03DEL02,18.604382,73.848206,24.0
3E+36,VADRES11DEL01,22.318096,73.177753,27.0
50BB,MYSRES17DEL02,12.346356,76.639103,23.0
DE37,BHPRES19DEL03,0.06,0.06,25.0
1F17,CHENRES17DEL03,13.075479,80.26311,25.0
6C2D,COIMBRES07DEL01,11.00185,77.011082,10.0
4736,VADRES12DEL01,0.01,0.01,16.0
9755,VADRES04DEL03,0.03,0.03,16.0
706C,RANCHIRES03DEL01,0.04,0.04,31.0
7A44,CHENRES14DEL03,13.086279,80.234568,49.0
1AC1,BANGRES07DEL03,13.008453,77.673685,40.0
F52,VADRES02DEL02,0.08,0.08,24.0
36CE,INDORES02DEL01,22.761847,75.991991,31.0
A1B3,RANCHIRES13DEL03,23.464989,85.425486,41.0
92BB,BANGRES13DEL01,13.005662,77.68413,34.0
48AB,BANGRES08DEL01,12.916229,77.606791,38.0
33BF,COIMBRES11DEL03,11.031753,77.016241,29.0
1597,MUMRES04DEL02,19.274567,72.868923,27.0
8746,HYDRES11DEL03,17.460448,78.448213,28.0
81FC,MUMRES16DEL03,19.210083,72.997385,16.0
6EEA,JAPRES010DEL01,26.961411,75.833604,18.0
34F0,COIMBRES01DEL02,11.066298,77.022076,17.0
7133,CHENRES18DEL01,13.051615,80.301598,23.0
A1F6,MUMRES11DEL03,19.054237,72.885553,33.0
BABA,BANGRES02DEL02,13.050221,77.725396,11.0
36FF,CHENRES18DEL03,13.071615,80.321598,31.0
B64A,JAPRES17DEL03,26.952313,75.866896,21.0
9D6F,INDORES13DEL02,22.875049,76.022471,34.0
77AF,INDORES14DEL01,22.831593,75.956362,28.0
9ABA,JAPRES06DEL03,26.941927,75.827282,17.0
D829,KNPRES20DEL03,26.56,80.44,53.0
698E,CHENRES15DEL01,13.036286,80.285235,25.0
599D,VADRES12DEL03,0.06,0.06,14.0
9523,COIMBRES15DEL02,11.026686,76.971736,20.0
DF73,GOARES010DEL02,15.566594,73.780431,27.0
9AE7,COIMBRES03DEL03,11.085083,77.075393,16.0
D348,DEHRES08DEL01,30.429722,78.137079,28.0
7CF,VADRES07DEL03,0.06,0.06,20.0
AA83,VADRES16DEL01,0.04,0.04,29.0
B4C1,MYSRES17DEL01,12.336356,76.629103,45.0
2.4E+05,MYSRES04DEL02,12.4385,76.795808,22.0
7B99,JAPRES07DEL03,26.796536,75.867333,31.0
5F22,SURRES03DEL02,21.206884,72.813616,26.0
B71E,COIMBRES02DEL02,11.042477,77.015667,30.0
2E+77,BANGRES13DEL03,12.995662,77.67413,26.0
6DA0,MYSRES15DEL03,12.382058,76.63665,25.0
532A,INDORES13DEL01,22.855049,76.002471,36.0
5DA2,COIMBRES02DEL01,11.032477,77.005667,13.0
BAC3,COIMBRES16DEL02,11.030375,76.97295,37.0
